"","ï..fileNumber","fileName","dreamID","nCells","ground","rec","pred","pred_adj"
"60",81,"s5_c3_data",60,26,"(((((1_0122212021:5,2_0122212021:5):37,(3_0122212021:4,4_0022212021:4):38):38,((5_0122211021:3,6_0122211021:3):34,(7_0122211011:2,8_0122211011:2):35):43):83,(((9_0111211021:25,10_0111001001:25):44,12_2110111001:69):53,((13_2111211221:26,14_2111111221:26):41,(15_2111111221:26,16_2111111221:26):41):55):42):47,((((17_2112111111:5,18_0012111111:5):76,23_2110000000:82):48,((24_1011211101:4,25_1112211101:4):38,(26_1111211221:9,27_1111011221:9):33):87):40,(((28_0111111221:25,29_1111111221:25):40,31_0101111121:65):58,33_1112212121:123):47):41);","((((4_0022212021:51.42857143,(3_0122212021:34.28571429,(1_0122212021:17.14285714,2_0122212021:17.14285714)2:17.14285714)2:17.14285714)1:17.14285714,((5_0122211021:22.85714286,6_0122211021:22.85714286)1:22.85714286,(7_0122211011:22.85714286,8_0122211011:22.85714286)2:22.85714286)2:22.85714286)1:17.14285714,(((28_0111111221:38.0952381,(27_1111011221:19.04761905,29_1111111221:19.04761905)2:19.04761905)1:19.04761905,((16_2111111221:28.57142857,(14_2111111221:14.28571429,15_2111111221:14.28571429)2:14.28571429)1:14.28571429,(13_2111211221:21.42857143,26_1111211221:21.42857143)2:21.42857143)2:14.28571429)1:14.28571429,((9_0111211021:28.57142857,31_0101111121:28.57142857)1:28.57142857,((18_0012111111:21.42857143,17_2112111111:21.42857143)1:21.42857143,(33_1112212121:28.57142857,(24_1011211101:14.28571429,25_1112211101:14.28571429)2:14.28571429)2:14.28571429)2:14.28571429)2:14.28571429)2:14.28571429)1:14.28571429,(10_0111001001:66.66666667,(12_2110111001:33.33333333,23_2110000000:33.33333333)2:33.33333333)2:33.33333333)Root;","((10_0111001001:2.635,(12_2110111001:2,23_2110000000:2):0.635):1.936811594,((33_1112212121:2.17375,((4_0022212021:0.5,(3_0122212021:0,(1_0122212021:0,2_0122212021:0):0):0.5):0.5775,((5_0122211021:0,6_0122211021:0):0.635,(7_0122211011:0,8_0122211011:0):0.635):0.4425):1.09625):1.486130952,((((13_2111211221:0.635,(16_2111111221:0,(14_2111111221:0,15_2111111221:0):0):0.635):0.488125,(26_1111211221:0.9683333333,(28_0111111221:0.75,(27_1111011221:0.5,29_1111111221:0.5):0.25):0.2183333333):0.1547916667):1.146875,(9_0111211021:1.635,31_0101111121:1.635):0.635):0.8025,((24_1011211101:1.135,25_1112211101:1.135):1.135,(17_2112111111:1.635,18_0012111111:1.635):0.635):0.8025):0.5873809524):0.9119306418);","(23_2110000000:59.33843235,((((33_1112212121:14.05375126,(3_0122212021:0,(1_0122212021:0,2_0122212021:0):0):14.05375126):6.579582466,(25_1112211101:18.84018395,(9_0111211021:12.57531203,((5_0122211021:0,6_0122211021:0):3.69454557,(7_0122211011:0,8_0122211011:0):3.69454557):8.880766465):6.264871916):1.79314978):12.65789226,(10_0111001001:31.45367909,((12_2110111001:14.16692399,17_2112111111:14.16692399):6.982345641,(31_0101111121:18.11810622,((13_2111211221:5.911272785,26_1111211221:5.911272785):4.803412339,((16_2111111221:0,(14_2111111221:0,15_2111111221:0):0):9.083041118,(27_1111011221:7.18803225,(28_0111111221:4.6545455,29_1111111221:4.6545455):2.53348675):1.895008868):1.631644006):7.4034211):3.031163403):10.30440946):1.837546904):12.24745714,(4_0022212021:34.56625874,(18_0012111111:18.25235655,24_1011211101:18.25235655):16.31390219):10.97242439):13.79974922);"
"61",84,"s5_c6_data",61,3,"(1_1211212201:110,(3_2112010221:18,4_2112010221:18):92);","(1_1211212201:0.7607639621,(3_2112010221:0.2882287852,4_2112010221:0.2882287852):0.472535177);","(1_1211212201:5.31,(3_2112010221:0,4_2112010221:0):5.31);","(1_1211212201:77.22557058,(3_2112010221:0,4_2112010221:0):77.22557058);"
"62",85,"s5_c7_data",62,31,"(((3_0112211221:21,4_2222212000:21):171,(((10_2111212121:8,11_2111212121:8):39,(12_2111212121:14,13_2111212121:14):33):46,17_2121212221:93):98):19,((((20_2110211201:21,21_2110211201:21):39,(22_2110211201:17,23_2110211201:17):43):46,((24_2212212221:18,25_2212212221:18):45,(26_2112212221:19,27_2112212221:19):44):43):87,((((32_0012211000:13,33_0012211000:13):39,(34_0012211000:12,35_0012211000:12):40):49,((36_0012211000:11,37_0012211000:11):41,(38_0012211000:11,39_0012211000:11):41):49):47,(((40_0112210000:15,41_0112210000:15):44,(42_0112211221:21,43_0112211221:21):38):45,((44_0112211221:19,45_0112211221:19):40,(46_0112212221:19,47_0112212221:19):40):45):44):45):17);","((((46_0112212221:36,47_0112212221:36)1:36,((43_0112211221:36,(3_0112211221:18,42_0112211221:18)2:18)1:18,(44_0112211221:27,45_0112211221:27)2:27)2:18)1:18,((39_0012211000:70,(38_0012211000:60,(37_0012211000:50,(36_0012211000:40,(35_0012211000:30,(34_0012211000:20,(32_0012211000:10,33_0012211000:10)2:10)2:10)2:10)2:10)2:10)2:10)1:10,(40_0112210000:40,41_0112210000:40)2:40)2:10)1:10,((23_2110211201:65.625,(22_2110211201:43.75,(20_2110211201:21.875,21_2110211201:21.875)2:21.875)2:21.875)1:21.875,(4_2222212000:75,(((24_2212212221:20.83333333,25_2212212221:20.83333333)1:20.83333333,(26_2112212221:20.83333333,27_2112212221:20.83333333)2:20.83333333)1:20.83333333,(17_2121212221:50,(13_2111212121:37.5,(12_2111212121:25,(10_2111212121:12.5,11_2111212121:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:12.5)Root;","(((23_2110211201:0,(22_2110211201:0,(20_2110211201:0,21_2110211201:0):0):0):3.2825,(((45_0112211221:0,(44_0112211221:0,(43_0112211221:0,(3_0112211221:0,42_0112211221:0):0):0):0):0.635,(46_0112212221:0,47_0112212221:0):0.635):1.800238095,(((24_2212212221:0,25_2212212221:0):0.635,(26_2112212221:0,27_2112212221:0):0.635):0.9525,(17_2121212221:1.27,(13_2111212121:0,(12_2111212121:0,(10_2111212121:0,11_2111212121:0):0):0):1.27):0.3175):0.8477380952):0.8472619048):1.217454545,(4_2222212000:3.54,((39_0012211000:0,(38_0012211000:0,(37_0012211000:0,(36_0012211000:0,(35_0012211000:0,(34_0012211000:0,(32_0012211000:0,33_0012211000:0):0):0):0):0):0):0):1,(40_0112210000:0,41_0112210000:0):1):2.54):0.9599545455);","(((39_0012211000:0,(38_0012211000:0,(37_0012211000:0,(36_0012211000:0,(35_0012211000:0,(34_0012211000:0,(32_0012211000:0,33_0012211000:0):0):0):0):0):0):0):31.0548525,(40_0112210000:0,41_0112210000:0):31.0548525):27.89856625,(((23_2110211201:0,(22_2110211201:0,(20_2110211201:0,21_2110211201:0):0):0):27.88195786,((17_2121212221:10.41576022,((13_2111212121:0,(12_2111212121:0,(10_2111212121:0,11_2111212121:0):0):0):8.562692425,(26_2112212221:0,27_2112212221:0):8.562692425):1.853067795):15.39440872,((45_0112211221:0,(44_0112211221:0,(43_0112211221:0,(3_0112211221:0,42_0112211221:0):0):0):0):12.34632913,(46_0112212221:0,47_0112212221:0):12.34632913):13.46383981):2.071788917):22.79535604,(4_2222212000:28.04997927,(24_2212212221:0,25_2212212221:0):28.04997927):22.62733463):8.276104851);"
"63",86,"s5_c9_data",63,6,"(((1_2021020221:30,2_2021020221:30):48,3_2011020221:78):53,((5_1222212201:28,6_1222212201:28):55,7_1222012201:84):48);","(((1_2021020221:0.2790007216,2_2021020221:0.2790007216):0.03749373758,3_2011020221:0.3164944592):0.4584742972,((5_1222212201:0.2842332355,6_1222212201:0.2842332355):0.08011311964,7_1222012201:0.3643463552):0.4106224012);","((3_2011020221:0.635,(1_2021020221:0,2_2021020221:0):0.635):5.643333333,(7_1222012201:1.135,(5_1222212201:0,6_1222212201:0):1.135):5.143333333);","((3_2011020221:6.212483765,(1_2021020221:0,2_2021020221:0):6.212483765):98.60508014,(7_1222012201:11.03392407,(5_1222212201:0,6_1222212201:0):11.03392407):93.78363984);"
"64",87,"s6_c1_data",64,8,"(((1_2122212001:30,2_2102212001:30):48,(3_2022212001:18,4_2012212001:18):60):42,((5_2112212001:24,6_2102212001:24):50,(7_2122212001:19,8_2122212001:19):55):46);","(((1_2122212001:0.2846266759,(7_2122212001:0.2846266759,8_2122212001:0.2846266759):0):0.1148807932,((2_2102212001:0.2866415177,6_2102212001:0.2866415177):0.05773940357,5_2112212001:0.3443809213):0.05512654787):0.04642608877,(3_2022212001:0.3338497889,4_2012212001:0.3338497889):0.112083769);","((3_2022212001:0.5,(8_2122212001:0,(1_2122212001:0,7_2122212001:0):0):0.5):0.5725,(4_2012212001:0.8333333333,(5_2112212001:0.5,(2_2102212001:0,6_2102212001:0):0.5):0.3333333333):0.2391666667);","((3_2022212001:6.212483765,4_2012212001:6.212483765):19.85766478,((8_2122212001:0,(1_2122212001:0,7_2122212001:0):0):9.473630098,(5_2112212001:4.8917195,(2_2102212001:0,6_2102212001:0):4.8917195):4.581910598):16.59651845);"
"65",88,"s6_c2_data",65,3,"(6_2102001201:132,(7_0111211211:82,10_0111111001:81):50);","(6_2102001201:0.8075302242,(7_0111211211:0.5501576261,10_0111111001:0.5501576261):0.2573725981);","(6_2102001201:4.405,(7_0111211211:2.27,10_0111111001:2.27):2.135);","(6_2102001201:39.18545852,(7_0111211211:16.31611451,10_0111111001:16.31611451):22.86934402);"
"66",89,"s6_c3_data",66,22,"(((((1_1111101011:7,2_1111111111:7):42,(3_1111111211:13,4_1111111211:13):36):45,(6_1111111121:43,7_2111111111:44):51):48,((8_1111111111:53,(9_1111111111:8,10_1111111111:8):44):47,(12_1111111101:54,14_1111111111:54):45):43):50,(((16_1111111111:46,17_1111110111:47):50,(18_1111111111:54,(19_1111111111:3,20_1111111111:3):50):43):44,(((21_1111111111:6,22_1111111111:6):42,(23_1111111111:1,24_1111111111:1):47):47,(25_1111111111:44,28_1111111111:44):51):45):52);","(1_1111101011:100,((3_1111111211:46.875,4_1111111211:46.875)1:46.875,(6_1111111121:87.5,(12_1111111101:81.25,(17_1111110111:75,(7_2111111111:68.75,((21_1111111111:56.25,(20_1111111111:50,(19_1111111111:43.75,(18_1111111111:37.5,(16_1111111111:31.25,(14_1111111111:25,(10_1111111111:18.75,(9_1111111111:12.5,(2_1111111111:6.25,8_1111111111:6.25)2:6.25)2:6.25)2:6.25)2:6.25)2:6.25)2:6.25)2:6.25)2:6.25)1:6.25,(28_1111111111:50,(25_1111111111:37.5,(24_1111111111:25,(22_1111111111:12.5,23_1111111111:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:6.25)2:6.25)2:6.25)2:6.25)2:6.25)2:6.25)Root;","(1_1111101011:1.168571429,(7_2111111111:0.78025,(6_1111111121:0.7544736842,((3_1111111211:0,4_1111111211:0):0.6938235294,(17_1111110111:0.53125,(12_1111111101:0.5,(28_1111111111:0,(25_1111111111:0,(24_1111111111:0,(23_1111111111:0,(22_1111111111:0,(21_1111111111:0,(20_1111111111:0,(19_1111111111:0,(18_1111111111:0,(16_1111111111:0,(14_1111111111:0,(10_1111111111:0,(9_1111111111:0,(2_1111111111:0,8_1111111111:0):0):0):0):0):0):0):0):0):0):0):0):0):0):0.5):0.03125):0.1625735294):0.0606501548):0.02577631579):0.3883214286);","(17_1111110111:11.14958823,(1_1111101011:10.41072966,(7_2111111111:6.684847019,((3_1111111211:0,4_1111111211:0):4.43558615,(6_1111111121:3.876363758,(12_1111111101:2.909091,(28_1111111111:0,(25_1111111111:0,(24_1111111111:0,(23_1111111111:0,(22_1111111111:0,(21_1111111111:0,(20_1111111111:0,(19_1111111111:0,(18_1111111111:0,(16_1111111111:0,(14_1111111111:0,(10_1111111111:0,(9_1111111111:0,(2_1111111111:0,8_1111111111:0):0):0):0):0):0):0):0):0):0):0):0):0):0):2.909091):0.9672727575):0.5592223925):2.249260869):3.725882643):0.7388585637);"
"67",91,"s7_c2_data",67,9,"((((1_0112212221:2,2_0112212221:2):44,4_0112212221:46):43,(5_0112212221:50,(7_0112212221:12,8_0112212221:12):38):39):48,(9_2122212221:89,(11_2112212021:36,12_2112212221:36):53):49);","(((1_0112212221:0.2859065337,(2_0112212221:0.2859065337,(4_0112212221:0.2859065337,(5_0112212221:0.2859065337,(7_0112212221:0.2859065337,8_0112212221:0.2859065337):0):0):0):0):0.1658359198,(9_2122212221:0.3491750942,12_2112212221:0.3491750942):0.1025673593):0.06049317458,11_2112212021:0.5122356281);","(11_2112212021:2.065625,((8_0112212221:0,(7_0112212221:0,(5_0112212221:0,(4_0112212221:0,(1_0112212221:0,2_0112212221:0):0):0):0):0):1.4525,(9_2122212221:0.635,12_2112212221:0.635):0.8175):0.613125);","((8_0112212221:0,(7_0112212221:0,(5_0112212221:0,(4_0112212221:0,(1_0112212221:0,2_0112212221:0):0):0):0):0):15.04793252,(11_2112212021:10.34010082,(9_2122212221:6.212483765,12_2112212221:6.212483765):4.127617058):4.707831698);"
"68",93,"s7_c5_data",68,13,"((((3_0100210021:42,(4_2110210001:0,5_0110210001:0):41):57,((6_2212211221:5,7_2220211021:5):43,(8_0212211021:8,9_2220211021:8):40):50):69,((10_0111211221:7,11_0111211221:7):48,(12_0111211221:10,13_0110211221:10):45):112):44,(14_0100000101:29,15_0000000101:29):183);","(((14_0100000101:37.5,15_0000000101:37.5)1:37.5,(3_0100210021:50,(4_2110210001:25,5_0110210001:25)2:25)2:25)1:25,((13_0110211221:60,(12_0111211221:40,(10_0111211221:20,11_0111211221:20)2:20)2:20)1:20,((7_2220211021:26.66666667,9_2220211021:26.66666667)1:26.66666667,(6_2212211221:26.66666667,8_0212211021:26.66666667)2:26.66666667)2:26.66666667)2:20)Root;","((14_0100000101:0.5,15_0000000101:0.5):4.795,(((13_0110211221:0.5,(12_0111211221:0,(10_0111211221:0,11_0111211221:0):0):0.5):2.03,(6_2212211221:2.27,8_0212211021:2.27):0.26):1.091666667,((7_2220211021:0,9_2220211021:0):3.45,(3_0100210021:2.2025,(4_2110210001:1.135,5_0110210001:1.135):1.0675):1.2475):0.1716666667):1.673333333);","(((7_2220211021:0,9_2220211021:0):23.18343336,(6_2212211221:17.79967722,8_0212211021:17.79967722):5.383756138):38.3242048,((14_0100000101:21.3333335,15_0000000101:21.3333335):27.73734501,((13_0110211221:3.5555555,(12_0111211221:0,(10_0111211221:0,11_0111211221:0):0):3.5555555):25.62142604,(3_0100210021:16.77826521,(4_2110210001:10.56581829,5_0110210001:10.56581829):6.212446927):12.39871633):19.89369697):12.43695965);"
"69",95,"s8_c1_data",69,12,"(((1_2000000021:47,2_2000000021:47):94,((3_2100000221:12,4_2100000221:12):45,(5_2100000221:7,6_2100000221:7):50):83):46,(((7_0010012200:17,8_0010012200:17):57,(9_0000212200:21,10_0000212200:21):53):63,(11_0000212201:18,12_0000212201:18):120):49);","(((1_2000000021:40,2_2000000021:40)1:40,(6_2100000221:60,(5_2100000221:40,(3_2100000221:20,4_2100000221:20)2:20)2:20)2:20)1:20,((7_0010012200:37.5,8_0010012200:37.5)1:37.5,((11_0000212201:25,12_0000212201:25)1:25,(9_0000212200:25,10_0000212200:25)2:25)2:25)2:25)Root;","(((1_2000000021:0,2_2000000021:0):1.635,(6_2100000221:0,(5_2100000221:0,(3_2100000221:0,4_2100000221:0):0):0):1.635):4.238333333,((7_0010012200:0,8_0010012200:0):1.885,((9_0000212200:0,10_0000212200:0):0.5,(11_0000212201:0,12_0000212201:0):0.5):1.385):3.988333333);","(((7_0010012200:0,8_0010012200:0):19.92564357,((9_0000212200:0,10_0000212200:0):8,(11_0000212201:0,12_0000212201:0):8):11.92564357):56.45857244,((1_2000000021:0,2_2000000021:0):28.56719244,(6_2100000221:0,(5_2100000221:0,(3_2100000221:0,4_2100000221:0):0):0):28.56719244):47.81702357);"
"70",97,"s8_c3_data",70,15,"((((1_0111112221:12,2_0111112221:12):41,(3_0111112221:13,4_0111112221:13):40):46,((5_1110012221:7,6_1110012021:7):46,(7_0110112221:8,8_0110112221:8):45):46):52,(((9_2211012221:2,10_2211012221:2):43,11_2211012221:46):45,((12_2111010121:1,13_2111010121:1):41,(14_2111010121:0,15_2111010121:0):42):48):61);","(((5_1110012221:41.66666667,6_1110012021:41.66666667)1:41.66666667,((7_0110112221:33.33333333,8_0110112221:33.33333333)1:33.33333333,(4_0111112221:50,(3_0111112221:33.33333333,(1_0111112221:16.66666667,2_0111112221:16.66666667)2:16.66666667)2:16.66666667)2:16.66666667)2:16.66666667)1:16.66666667,((11_2211012221:53.33333333,(9_2211012221:26.66666667,10_2211012221:26.66666667)2:26.66666667)1:26.66666667,(15_2111010121:60,(14_2111010121:40,(12_2111010121:20,13_2111010121:20)2:20)2:20)2:20)2:20)Root;","((((4_0111112221:0,(3_0111112221:0,(1_0111112221:0,2_0111112221:0):0):0):0.5,(7_0110112221:0,8_0110112221:0):0.5):1.400833333,(5_1110012221:1.135,6_1110012021:1.135):0.7658333333):1.06889881,((11_2211012221:0,(9_2211012221:0,10_2211012221:0):0):2.405,(15_2111010121:0,(14_2111010121:0,(12_2111010121:0,13_2111010121:0):0):0):2.405):0.5647321429);","((11_2211012221:0,(9_2211012221:0,10_2211012221:0):0):46.28483634,((15_2111010121:0,(14_2111010121:0,(12_2111010121:0,13_2111010121:0):0):0):40.83296249,(((4_0111112221:0,(3_0111112221:0,(1_0111112221:0,2_0111112221:0):0):0):3.5555555,(7_0110112221:0,8_0110112221:0):3.5555555):11.9470493,(5_1110012221:7.23385894,6_1110012021:7.23385894):8.268745863):25.33035768):5.451873849);"
"71",98,"s8_c4_data",71,16,"((((1_0122212201:30,2_0122212201:30):56,(3_0022212201:32,4_0022212201:32):54):52,((5_0122210201:25,6_0122210201:25):49,8_0122212200:74):64):42,(((9_2112011221:38,11_2112111221:37):45,(14_2112011221:5,15_2112011221:5):77):57,(((16_2112010201:0,17_2112010201:0):38,18_2112010201:39):46,(19_2112010201:15,20_2112010201:15):70):55):40);","(((5_0122210201:40,6_0122210201:40)1:40,((3_0022212201:30,4_0022212201:30)1:30,(8_0122212200:40,(1_0122212201:20,2_0122212201:20)2:20)2:20)2:20)1:20,((20_2112010201:66.66666667,(19_2112010201:50,(18_2112010201:33.33333333,(16_2112010201:16.66666667,17_2112010201:16.66666667)2:16.66666667)2:16.66666667)2:16.66666667)1:16.66666667,(11_2112111221:62.5,(15_2112011221:41.66666667,(9_2112011221:20.83333333,14_2112011221:20.83333333)2:20.83333333)2:20.83333333)2:20.83333333)2:16.66666667)Root;","(((5_0122210201:0,6_0122210201:0):1.435,(8_0122212200:0.75,((1_0122212201:0,2_0122212201:0):0.5,(3_0022212201:0,4_0022212201:0):0.5):0.25):0.685):2.848650794,((20_2112010201:0,(19_2112010201:0,(18_2112010201:0,(16_2112010201:0,17_2112010201:0):0):0):0):1.76,(11_2112111221:0.5,(15_2112011221:0,(9_2112011221:0,14_2112011221:0):0):0.5):1.26):2.523650794);","(((20_2112010201:0,(19_2112010201:0,(18_2112010201:0,(16_2112010201:0,17_2112010201:0):0):0):0):17.54034544,(11_2112111221:4.8607595,(15_2112011221:0,(9_2112011221:0,14_2112011221:0):0):4.8607595):12.67958594):33.81587191,((5_0122210201:0,6_0122210201:0):32.20118153,((3_0022212201:0,4_0022212201:0):24.00000017,(8_0122212200:8,(1_0122212201:0,2_0122212201:0):8):16.00000017):8.201181363):19.15503583);"
"72",101,"s9_c1_data",72,17,"(((((1_2110111221:9,2_2110111221:9):63,(3_2110111221:22,4_2110111221:22):50):35,(5_2110111121:24,6_2110111121:24):83):45,(((7_1111111101:19,8_1110111111:19):43,(9_1111111111:25,10_1111111111:25):37):43,((11_1111110101:21,12_1111110101:21):38,13_1112111101:59):46):47):54,((15_0120212201:25,16_0120212201:25):79,(19_0100212201:29,20_0120212201:29):75):102);","((((4_2110111221:50,(3_2110111221:33.33333333,(1_2110111221:16.66666667,2_2110111221:16.66666667)2:16.66666667)2:16.66666667)1:16.66666667,(5_2110111121:33.33333333,6_2110111121:33.33333333)2:33.33333333)1:16.66666667,((8_1110111111:41.66666667,(9_1111111111:20.83333333,10_1111111111:20.83333333)2:20.83333333)1:20.83333333,((11_1111110101:20.83333333,12_1111110101:20.83333333)1:20.83333333,(7_1111111101:20.83333333,13_1112111101:20.83333333)2:20.83333333)2:20.83333333)2:20.83333333)1:16.66666667,(19_0100212201:75,(20_0120212201:50,(15_0120212201:25,16_0120212201:25)2:25)2:25)2:25)Root;","((19_0100212201:1.135,(20_0120212201:0,(15_0120212201:0,16_0120212201:0):0):1.135):2.964711538,(((4_2110111221:0,(3_2110111221:0,(1_2110111221:0,2_2110111221:0):0):0):0.635,(5_2110111121:0,6_2110111121:0):0.635):2.006190476,(13_1112111101:1.135,((11_1111110101:0,12_1111110101:0):1,(8_1110111111:0.6666666667,(7_1111111101:0.5,(9_1111111111:0,10_1111111111:0):0.5):0.1666666667):0.3333333333):0.135):1.506190476):1.458521062);","((19_0100212201:11.10420327,(20_0120212201:0,(15_0120212201:0,16_0120212201:0):0):11.10420327):30.68542771,(((4_2110111221:0,(3_2110111221:0,(1_2110111221:0,2_2110111221:0):0):0):4.04713694,(5_2110111121:0,6_2110111121:0):4.04713694):16.38938563,((11_1111110101:0,12_1111110101:0):13.0811958,(13_1112111101:7.58626261,(8_1110111111:4.5252525,(7_1111111101:2.909091,(9_1111111111:0,10_1111111111:0):2.909091):1.6161615):3.06101011):5.494933187):7.355326778):21.3531084);"
"73",103,"s9_c3_data",73,26,"(((((1_2112011221:30,2_2112211200:30):44,(3_2112211200:29,4_2112211200:29):45):42,((5_2122012221:28,6_2102012221:28):40,8_2122012221:68):48):56,(((11_2110211221:6,12_2110211221:6):35,(13_2110011221:7,14_2110011221:7):34):82,(15_2110111001:79,(17_2110111001:28,18_2110111001:28):51):45):48):39,((((19_2110211021:37,20_2122211021:37):45,(21_2112211021:34,22_2102011021:34):48):48,((23_2112212221:36,24_2112212221:36):42,(25_0122212221:26,26_0122211221:26):52):52):44,((27_0102111001:40,28_0102212001:40):44,(29_1100212001:42,30_1100211001:42):42):90):37);","(((4_2112211200:58.33333333,(2_2112211200:29.16666667,3_2112211200:29.16666667)2:29.16666667)1:29.16666667,(((11_2110211221:25,12_2110211221:25)1:25,(13_2110011221:25,14_2110011221:25)2:25)1:25,((22_2102011021:41.66666667,(20_2122211021:20.83333333,21_2112211021:20.83333333)2:20.83333333)1:20.83333333,((25_0122212221:25,26_0122211221:25)1:25,((23_2112212221:18.75,24_2112212221:18.75)1:18.75,((5_2122012221:12.5,8_2122012221:12.5)1:12.5,(1_2112011221:12.5,6_2102012221:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:12.5)1:12.5,((19_2110211021:60,(18_2110111001:40,(15_2110111001:20,17_2110111001:20)2:20)2:20)1:20,((29_1100212001:26.66666667,30_1100211001:26.66666667)1:26.66666667,(27_0102111001:26.66666667,28_0102212001:26.66666667)2:26.66666667)2:26.66666667)2:20)Root;","(((27_0102111001:1.27,28_0102212001:1.27):1.681,((18_2110111001:0,(15_2110111001:0,17_2110111001:0):0):2.0875,(29_1100212001:0.635,30_1100211001:0.635):1.4525):0.8635):1.407533835,((4_2112211200:0,(2_2112211200:0,3_2112211200:0):0):3.4109375,((25_0122212221:0.635,26_0122211221:0.635):2.685,((22_2102011021:2.225,(19_2110211021:1.4525,(20_2122211021:0.635,21_2112211021:0.635):0.8175):0.7725):0.73475,(((11_2110211221:0,12_2110211221:0):1.135,(13_2110011221:0,14_2110011221:0):1.135):1.391666667,((23_2112212221:0,24_2112212221:0):1.73625,((5_2122012221:0,8_2122012221:0):1.2025,(1_2112011221:1.135,6_2102012221:1.135):0.0675):0.53375):0.7904166667):0.4330833333):0.36025):0.0909375):0.9475963346);","(((29_1100212001:12.34632913,30_1100211001:12.34632913):9.639074203,(27_0102111001:18.5194937,28_0102212001:18.5194937):3.465909638):17.10203848,(((25_0122212221:12.34632913,26_0122211221:12.34632913):15.71884232,((23_2112212221:0,24_2112212221:0):16.80615308,(6_2102012221:11.10420326,(5_2122012221:0,8_2122012221:0):11.10420326):5.70194981):11.25901837):7.206170594,((4_2112211200:0,(2_2112211200:0,3_2112211200:0):0):28.69983523,((22_2102011021:17.5063191,(1_2112011221:8.071110985,(13_2110011221:0,14_2110011221:0):8.071110985):9.435208112):4.245239646,((18_2110111001:0,(15_2110111001:0,17_2110111001:0):0):20.14128586,((20_2122211021:6.212483765,21_2112211021:6.212483765):9.787441729,(19_2110211021:7.23385894,(11_2110211221:0,12_2110211221:0):7.23385894):8.766066554):4.141360364):1.610272885):6.948276492):6.571506808):3.816099773);"
"74",104,"s9_c4_data",74,22,"(((1_1112111111:84,(3_1112111001:45,(4_2110111211:3,5_1112111111:3):41):39):49,(((6_1111111111:4,7_1111111111:4):42,(8_2111111111:3,9_2111111111:3):43):39,(10_1111111001:43,(12_1111110111:4,13_2110111001:4):39):42):47):78,((14_1110111121:35,15_1110111121:35):143,(((22_2100002000:32,23_2100000001:32):52,25_1111102001:84):50,((26_1110111121:36,27_1112111121:36):51,((28_1111112201:2,29_1111112201:2):37,(30_1111110201:0,31_1111112201:0):39):47):47):44):33);","((((26_1110111121:50,(14_1110111121:25,15_1110111121:25)2:25)1:25,((27_1112111121:41.66666667,(1_1112111111:20.83333333,5_1112111111:20.83333333)2:20.83333333)1:20.83333333,(4_2110111211:50,((8_2111111111:18.75,9_2111111111:18.75)1:18.75,(12_1111110111:25,(6_1111111111:12.5,7_1111111111:12.5)2:12.5)2:12.5)2:12.5)2:12.5)2:12.5)1:12.5,((3_1112111001:35,10_1111111001:35)1:35,(30_1111110201:52.5,(31_1111112201:35,(28_1111112201:17.5,29_1111112201:17.5)2:17.5)2:17.5)2:17.5)2:17.5)1:12.5,((22_2100002000:33.33333333,23_2100000001:33.33333333)1:33.33333333,(13_2110111001:33.33333333,25_1111102001:33.33333333)2:33.33333333)2:33.33333333)Root;","((22_2100002000:1.635,23_2100000001:1.635):2.65325,((4_2110111211:1.967727273,((26_1110111121:0,(14_1110111121:0,15_1110111121:0):0):1.515,((27_1112111121:0.635,(1_1112111111:0,5_1112111111:0):0.635):0.5656666667,((8_2111111111:0,9_2111111111:0):0.8016666667,(12_1111110111:0.5,(6_1111111111:0,7_1111111111:0):0.5):0.3016666667):0.399):0.3143333333):0.4527272727):0.3695643939,((30_1111110201:1.135,(31_1111112201:0,(28_1111112201:0,29_1111112201:0):0):1.135):1.089375,(25_1111102001:1.725,(13_2110111001:1.4525,(3_1112111001:0.635,10_1111111001:0.635):0.8175):0.2725):0.499375):0.1129166667):1.950958333);","(((25_1111102001:13.42740744,(31_1111112201:0,(28_1111112201:0,29_1111112201:0):0):13.42740744):12.38361383,((12_1111110111:6.95622794,30_1111110201:6.95622794):12.23079352,((13_2110111001:9.81522898,(4_2110111211:7.60269244,(8_2111111111:0,9_2111111111:0):7.60269244):2.21253654):4.303180762,((26_1110111121:0,(14_1110111121:0,15_1110111121:0):0):11.04428712,((3_1112111001:4.515555485,10_1111111001:4.515555485):4.576944372,((6_1111111111:0,7_1111111111:0):5.747070675,(27_1112111121:3.69454557,(1_1112111111:0,5_1112111111:0):3.69454557):2.052525105):3.345429182):1.951787266):3.074122619):5.068611718):6.623999808):19.20357437,(22_2100002000:30.06784813,23_2100000001:30.06784813):14.94674751);"
